Unidades da Federação;TOTAL;AUTOMÓVEL;BONDE;CAMINHÃO;CAMINHÃO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAFORMA;CICLOMOTOR;MICROÔNIBUS;MOTOCICLETA;MOTONETA;ÔNIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEIRA;TRATOR RODAS;TRICICLO;UTILITÁRIO;REGIÃO;MÊS;ANO
Acre ;329.094;100.564;  -   ;8.124;1.309;31.491;4.904;10;885.0;441.0;138.565;32.762;1.433;  -   ;4.524;2.031;60.0;69.0;  -   ;4.0;185.0;1.733;norte;agosto;2022
Amapá ;229.412;95.342;  -   ;4.634;535.0;26.179;5.326;14;951.0;517.0;73.831;15.331;1.508;  -   ;1.656;1.685;50.0;25.0;  -   ;10.0;420.0;1.398;norte;agosto;2022
Amazonas;1.047.822;443.992;  -   ;22.164;4.553;100.026;28.943;37;2.102;3.729;325.610;77.374;10.442;  -   ;4.474;14.932;7.0;103.0;  -   ;89.0;2.117;7.128;norte;agosto;2022
Pará ;2.428.645;710.116;  -   ;70.125;12.885;194.233;48.704;94;6.08;7.434;1.034.976;243.164;21.423;2;33.291;21.888;166.0;530.0;1;152.0;2.253;21.128;norte;agosto;2022
Rondônia ;1.140.312;327.523;  -   ;32.54;8.584;119.191;15.971;8;3.114;1.482;439.181;141.714;6.985;3;20.774;15.537;40.0;279.0;2;50.0;353.0;6.981;norte;agosto;2022
Roraima;258.423;89.363;  -   ;6.013;1.36;34.114;5.922;  -   ;986.0;772.0;88.493;23.138;1.385;  -   ;2.488;2.346;4.0;111.0;  -   ;4.0;81.0;1.843;norte;agosto;2022
Tocantins;816.145;252.781;  -   ;24.596;8.296;81.874;14.236;2;1.937;1.787;261.833;109.869;6.211;1;33.0;12.191;112.0;253.0;  -   ;44.0;154.0;6.968;norte;agosto;2022
Alagoas;1.014.300;411.726;  -   ;24.976;3.125;65.291;26.328;24;14.171;7.51;358.475;51.069;9.646;1;22.981;8.018;49.0;253.0;  -   ;79.0;282.0;10.296;nordeste;agosto;2022
Bahia;4.812.512;2.073.662;3;132.56;27.843;432.827;139.258;182;20.527;32.543;1.492.668;247.369;44.84;4;71.055;45.297;667.0;1.331;3;320.0;2.798;46.755;nordeste;agosto;2022
Ceará;3.584.694;1.285.749;  -   ;78.974;11.209;226.900;70.688;111;10.853;13.174;1.550.551;203.381;19.306;7;45.593;17.002;333.0;537.0;  -   ;244.0;1.612;48.47;nordeste;agosto;2022
Maranhão ;1.997.872;511.947;  -   ;46.671;7.405;149.279;29.126;66;11.324;5.67;982.339;196.274;10.811;1;17.439;12.729;39.0;466.0;  -   ;78.0;483.0;15.725;nordeste;agosto;2022
Paraíba ;1.502.989;603.194;  -   ;31.28;3.457;98.338;32.794;15;33.88;5.394;567.110;82.104;8.377;1;11.406;5.551;28.0;658.0;  -   ;43.0;490.0;18.869;nordeste;agosto;2022
Pernambuco ;3.400.522;1.447.177;  -   ;96.843;14.361;212.199;102.990;83;45.21;20.592;1.190.646;139.066;21.972;1;50.617;23.132;142.0;768.0;  -   ;329.0;1.686;32.708;nordeste;agosto;2022
Piauí;1.367.929;412.854;  -   ;33.465;3.956;107.119;20.155;32;6.744;4.742;626.270;114.403;8.999;  -   ;9.453;6.384;200.0;448.0;  -   ;83.0;1.235;11.387;nordeste;agosto;2022
Rio Grande do Norte ;1.474.097;622.512;  -   ;39.892;4.42;103.677;36.357;19;29.485;5.731;493.993;74.695;7.968;1;19.381;8.956;57.0;687.0;  -   ;137.0;580.0;25.549;nordeste;agosto;2022
Sergipe;894.003;364.642;  -   ;23.091;3.121;51.058;19.721;18;30.463;3.606;295.617;57.357;8.239;  -   ;24.103;4.259;42.0;182.0;1;140.0;485.0;7.858;nordeste;agosto;2022
Espírito Santo;2.210.765;1.063.644;  -   ;80.228;21.823;202.427;70.801;12;2.159;9.226;504.358;133.196;16.27;2;40.488;29.708;132.0;751.0;14;2.465;2.484;30.577;sudeste;agosto;2022
Minas Gerais ;12.827.834;6.914.027;  -   ;370.362;95.076;1.174.054;414.724;22;52.014;51.168;2.828.301;350.161;86.777;14;240.864;111.346;1.424;2.75;48;2.433;6.495;125.774;sudeste;agosto;2022
Rio de Janeiro;7.414.389;4.839.119;  -   ;149.039;20.621;391.986;342.750;57;45.382;40.781;1.113.687;215.905;42.361;12;90.346;24.471;207.0;1.314;1;761.0;2.775;92.814;sudeste;agosto;2022
São Paulo ;31.999.100;19.514.889;24;711.241;208.582;2.217.285;1.406.599;551;60.831;126.439;5.249.348;1.129.692;169.347;92;441.541;302.446;1.924;5.379;55;12.278;6.772;433.785;sudeste;agosto;2022
Paraná;8.488.184;4.860.320;3;294.269;109.169;768.165;295.503;59;9.866;25.318;1.302.809;345.414;48.567;71;166.268;156.963;596.0;2.148;14;2.227;2.311;98.124;sul;agosto;2022
Rio Grande do Sul ;7.799.004;4.652.403;2;249.897;73.79;625.944;322.558;105;7.739;22.615;1.168.399;212.070;42.72;47;215.068;88.542;447.0;8.285;38;8.911;1.308;98.116;sul;agosto;2022
Santa Catarina;5.900.414;3.266.848;  -   ;167.444;68.351;475.233;245.977;30;2.833;13.865;966.110;307.573;22.525;14;147.331;93.644;683.0;6.328;37;3.636;921.0;111.031;sul;agosto;2022
Distrito Federal;2.006.277;1.379.284;  -   ;26.61;4.164;147.553;99.446;17;1.354;6.475;226.871;25.540;13.456;1;26.719;5.211;712.0;401.0;6;596.0;676.0;41.185;centro-oeste;agosto;2022
Goiás;4.481.978;2.059.380;  -   ;123.545;39.766;430.767;120.647;54;33.207;11.097;976.926;321.592;25.382;1;224.385;63.681;141.0;1.179;4;271.0;1.152;48.801;centro-oeste;agosto;2022
Mato Grosso;2.524.421;859.009;  -   ;88.625;47.994;286.856;59.028;3;7.658;4.499;703.410;279.851;14.581;3;59.705;84.96;136.0;508.0;6;165.0;1.078;26.346;centro-oeste;agosto;2022
Mato Grosso do Sul;1.802.581;818.892;10;60.221;23.21;188.875;48.304;33;3.891;4.524;408.163;129.052;10.755;3;44.95;39.792;174.0;534.0;4;284.0;574.0;20.336;centro-oeste;agosto;2022
Acre ;330.249;100.764;  -   ;8.14;1.335;31.636;4.935;10;900.0;442.0;139.015;32.935;1.445;  -   ;4.593;2.045;60.0;47.0;  -   ;4.0;185.0;1.758;norte;setembro;2022
Amapá ;230.170;95.612;  -   ;4.653;545.0;26.247;5.335;14;951.0;517.0;74.077;15.407;1.507;  -   ;1.667;1.721;50.0;22.0;  -   ;10.0;420.0;1.415;norte;setembro;2022
Amazonas;1.052.730;445.140;  -   ;22.242;4.6;100.214;29.060;37;2.103;3.726;328.014;78.030;10.496;  -   ;4.524;14.997;7.0;97.0;  -   ;89.0;2.129;7.225;norte;setembro;2022
Pará ;2.440.788;711.998;  -   ;70.364;13.006;195.276;49.023;94;6.108;7.449;1.040.507;245.344;21.476;2;33.641;22.102;166.0;433.0;1;159.0;2.28;21.359;norte;setembro;2022
Rondônia ;1.143.880;328.233;  -   ;32.601;8.619;119.755;16.062;8;3.117;1.486;440.361;142.340;7.018;3;21.035;15.602;40.0;142.0;2;50.0;355.0;7.051;norte;setembro;2022
Roraima;259.745;89.872;  -   ;6.026;1.37;34.339;5.957;  -   ;986.0;773.0;88.860;23.244;1.396;  -   ;2.585;2.348;4.0;32.0;  -   ;4.0;82.0;1.867;norte;setembro;2022
Tocantins;819.822;253.543;  -   ;24.664;8.376;82.258;14.349;2;1.943;1.792;263.009;110.464;6.21;1;33.281;12.375;112.0;205.0;  -   ;44.0;156.0;7.038;norte;setembro;2022
Alagoas;1.018.289;412.706;  -   ;25.122;3.132;65.525;26.447;24;14.279;7.536;360.214;51.388;9.71;1;23.183;8.044;49.0;165.0;  -   ;99.0;284.0;10.381;nordeste;setembro;2022
Bahia;4.829.457;2.078.207;3;132.937;28.023;434.341;139.847;182;20.708;32.625;1.498.818;249.346;44.95;4;72.4;45.558;667.0;566.0;3;320.0;2.8;47.152;nordeste;setembro;2022
Ceará;3.594.474;1.288.110;  -   ;79.145;11.277;227.583;71.164;111;10.91;13.174;1.554.712;204.303;19.348;7;46.059;17.099;333.0;342.0;  -   ;244.0;1.61;48.943;nordeste;setembro;2022
Maranhão ;2.005.883;513.370;  -   ;46.877;7.511;149.938;29.369;66;11.399;5.694;985.756;197.601;10.816;1;17.957;12.87;39.0;185.0;  -   ;80.0;486.0;15.868;nordeste;setembro;2022
Paraíba ;1.507.575;604.361;  -   ;31.356;3.464;98.668;33.001;15;34.05;5.396;568.998;82.533;8.396;1;12.009;5.564;28.0;137.0;  -   ;43.0;490.0;19.065;nordeste;setembro;2022
Pernambuco ;3.410.356;1.449.106;  -   ;97.013;14.425;212.827;103.378;83;45.399;20.635;1.195.397;140.073;22.064;2;51.411;23.183;142.0;265.0;  -   ;330.0;1.692;32.931;nordeste;setembro;2022
Piauí;1.372.404;413.769;  -   ;33.525;4.022;107.476;20.223;31;6.749;4.769;628.304;115.031;9.035;  -   ;9.845;6.486;200.0;122.0;  -   ;83.0;1.235;11.499;nordeste;setembro;2022
Rio Grande do Norte ;1.478.690;623.891;  -   ;39.866;4.435;104.089;36.597;19;29.565;5.739;495.692;75.139;7.978;1;19.912;8.988;57.0;290.0;  -   ;137.0;581.0;25.714;nordeste;setembro;2022
Sergipe;897.160;365.191;  -   ;23.081;3.132;51.250;19.810;18;30.644;3.603;297.086;57.814;8.274;  -   ;24.254;4.276;42.0;140.0;1;140.0;485.0;7.919;nordeste;setembro;2022
Espírito Santo;2.218.888;1.066.037;  -   ;80.408;21.908;203.331;71.201;12;2.187;9.246;506.807;134.143;16.344;2;40.854;29.809;132.0;625.0;14;2.48;2.517;30.831;sudeste;setembro;2022
Minas Gerais ;12.878.834;6.937.189;  -   ;371.596;95.774;1.182.723;416.887;22;52.074;51.353;2.838.083;352.103;87.02;14;242.638;111.917;1.424;2.058;48;2.439;6.513;126.959;sudeste;setembro;2022
Rio de Janeiro;7.430.315;4.844.246;  -   ;149.177;20.799;392.945;343.808;57;45.434;40.842;1.118.988;217.596;42.352;12;91.228;24.599;207.0;957.0;1;757.0;2.79;93.52;sudeste;setembro;2022
São Paulo ;32.076.247;19.545.215;24;711.999;209.347;2.223.244;1.411.783;551;61.101;126.963;5.268.855;1.135.985;169.47;91;444.835;303.75;1.924;4.107;55;12.341;6.81;437.797;sudeste;setembro;2022
Paraná;8.509.414;4.868.667;3;294.804;109.641;771.371;297.022;59;9.918;25.407;1.306.380;346.691;48.657;71;167.155;157.482;596.0;2.131;14;2.236;2.317;98.792;sul;setembro;2022
Rio Grande do Sul ;7.815.484;4.659.059;2;250.321;74.229;628.148;324.149;105;7.782;22.645;1.170.877;212.601;42.779;47;216.048;88.887;448.0;8.2;38;8.927;1.314;98.878;sul;setembro;2022
Santa Catarina;5.916.956;3.272.520;  -   ;167.831;68.9;477.019;247.338;30;2.871;13.889;968.903;308.582;22.555;14;148.789;94.347;684.0;5.935;37;3.645;922.0;112.145;sul;setembro;2022
Distrito Federal;2.009.918;1.380.412;  -   ;26.718;4.19;147.770;99.768;17;1.358;6.466;227.967;25.763;13.459;1;26.772;5.235;712.0;405.0;6;597.0;679.0;41.623;centro-oeste;setembro;2022
Goiás;4.497.744;2.063.902;  -   ;123.953;40.183;432.861;121.276;54;33.442;11.156;980.295;322.965;25.483;1;226.089;64.194;141.0;852.0;4;271.0;1.157;49.465;centro-oeste;setembro;2022
Mato Grosso;2.535.598;861.593;  -   ;89.093;48.444;288.474;59.636;3;7.667;4.517;705.695;281.342;14.72;3;60.383;85.591;136.0;432.0;6;166.0;1.08;26.617;centro-oeste;setembro;2022
Mato Grosso do Sul;1.808.176;820.585;10;60.459;23.377;189.682;48.544;33;3.902;4.531;409.228;129.601;10.834;3;45.377;40.07;174.0;383.0;4;286.0;577.0;20.516;centro-oeste;setembro;2022
Acre ;331.611;100.985;  -   ;8.141;1.352;31.792;4.947;10;910.0;444.0;139.660;33.151;1.449;  -   ;4.642;2.06;60.0;47.0;  -   ;4.0;186.0;1.771;norte;outubro;2022
Amapá ;230.918;95.857;  -   ;4.659;553.0;26.334;5.361;14;951.0;516.0;74.319;15.517;1.5;  -   ;1.673;1.739;50.0;23.0;  -   ;10.0;420.0;1.422;norte;outubro;2022
Amazonas;1.057.496;445.885;  -   ;22.314;4.633;100.385;29.138;37;2.106;3.727;330.767;78.805;10.505;  -   ;4.564;15.015;7.0;99.0;  -   ;90.0;2.14;7.279;norte;outubro;2022
Pará ;2.451.870;713.764;  -   ;70.557;13.122;196.343;49.280;94;6.134;7.454;1.045.646;247.268;21.513;2;33.839;22.227;166.0;436.0;1;164.0;2.295;21.565;norte;outubro;2022
Rondônia ;1.147.482;328.997;  -   ;32.702;8.654;120.286;16.141;8;3.12;1.493;441.576;142.935;7.059;3;21.142;15.655;40.0;145.0;2;50.0;355.0;7.119;norte;outubro;2022
Roraima;260.796;90.412;  -   ;6.045;1.383;34.464;5.992;  -   ;986.0;770.0;89.050;23.318;1.402;  -   ;2.598;2.365;4.0;34.0;  -   ;4.0;83.0;1.886;norte;outubro;2022
Tocantins;822.918;254.225;  -   ;24.727;8.447;82.683;14.426;2;1.949;1.795;263.901;110.966;6.2;1;33.452;12.524;112.0;208.0;  -   ;43.0;156.0;7.101;norte;outubro;2022
Alagoas;1.023.304;413.970;  -   ;25.245;3.167;65.830;26.612;24;14.407;7.542;362.575;51.738;9.717;1;23.302;8.092;49.0;177.0;  -   ;102.0;284.0;10.47;nordeste;outubro;2022
Bahia;4.846.746;2.083.180;3;133.295;28.207;435.935;140.459;182;20.884;32.683;1.505.213;251.042;45.042;4;72.854;45.828;667.0;567.0;3;323.0;2.805;47.57;nordeste;outubro;2022
Ceará;3.603.909;1.290.385;  -   ;79.247;11.343;228.221;71.571;111;10.956;13.179;1.558.963;205.280;19.397;7;46.252;17.169;333.0;343.0;  -   ;247.0;1.613;49.292;nordeste;outubro;2022
Maranhão ;2.014.054;514.957;  -   ;46.982;7.637;150.662;29.549;66;11.459;5.718;989.370;198.844;10.848;1;18.116;13.016;39.0;187.0;  -   ;81.0;488.0;16.034;nordeste;outubro;2022
Paraíba ;1.512.172;605.480;  -   ;31.36;3.482;98.966;33.271;15;34.211;5.406;571.040;82.972;8.425;1;12.085;5.571;28.0;139.0;  -   ;44.0;496.0;19.18;nordeste;outubro;2022
Pernambuco ;3.419.635;1.450.578;  -   ;97.168;14.494;213.432;103.766;83;45.574;20.662;1.200.221;141.028;22.118;2;51.684;23.252;142.0;268.0;  -   ;331.0;1.694;33.138;nordeste;outubro;2022
Piauí;1.375.958;414.301;  -   ;33.548;4.062;107.732;20.332;31;6.761;4.769;630.148;115.545;9.063;  -   ;9.893;6.559;200.0;125.0;  -   ;83.0;1.239;11.567;nordeste;outubro;2022
Rio Grande do Norte ;1.483.265;625.338;  -   ;39.916;4.448;104.455;36.878;19;29.611;5.75;497.320;75.559;8.005;1;20.003;9.015;57.0;289.0;  -   ;138.0;583.0;25.88;nordeste;outubro;2022
Sergipe;900.208;365.847;  -   ;23.096;3.139;51.439;19.922;18;30.834;3.604;298.351;58.213;8.321;  -   ;24.352;4.301;42.0;140.0;1;140.0;485.0;7.963;nordeste;outubro;2022
Espírito Santo;2.228.379;1.069.039;  -   ;80.61;22.032;204.445;71.758;12;2.214;9.269;509.458;135.089;16.387;2;41.094;29.918;132.0;641.0;14;2.545;2.529;31.191;sudeste;outubro;2022
Minas Gerais ;12.921.437;6.960.066;  -   ;372.484;96.445;1.186.727;418.112;22;52.13;51.489;2.846.900;353.782;87.122;13;243.52;112.388;1.424;2.063;48;2.44;6.533;127.729;sudeste;outubro;2022
Rio de Janeiro;7.445.599;4.848.783;  -   ;149.355;21.108;393.901;344.919;57;45.491;40.881;1.124.117;219.248;42.419;12;91.713;24.753;207.0;981.0;1;760.0;2.804;94.089;sudeste;outubro;2022
São Paulo ;32.147.450;19.571.765;24;712.761;210.221;2.229.116;1.416.717;550;61.35;127.166;5.287.804;1.142.024;169.626;92;446.737;304.783;1.924;4.2;55;12.386;6.834;441.315;sudeste;outubro;2022
Paraná;8.530.446;4.877.632;3;295.222;110.034;774.112;298.663;58;9.963;25.46;1.309.914;347.951;48.725;72;167.836;157.864;596.0;2.178;14;2.238;2.322;99.589;sul;outubro;2022
Rio Grande do Sul ;7.832.931;4.666.201;2;250.875;74.615;630.461;325.916;105;7.83;22.689;1.173.418;213.171;42.789;47;216.866;89.225;448.0;8.282;38;8.949;1.316;99.688;sul;outubro;2022
Santa Catarina;5.933.588;3.278.532;  -   ;168.229;69.315;478.821;248.968;30;2.913;13.9;971.583;309.482;22.592;14;149.685;94.912;684.0;6.044;37;3.656;922.0;113.269;sul;outubro;2022
Distrito Federal;2.012.974;1.381.197;  -   ;26.772;4.206;148.093;100.001;17;1.366;6.484;229.027;25.895;13.49;1;26.834;5.265;712.0;411.0;6;600.0;676.0;41.921;centro-oeste;outubro;2022
Goiás;4.511.390;2.068.172;  -   ;124.29;40.632;434.593;121.842;54;33.635;11.194;983.367;324.253;25.559;1;227.296;64.563;141.0;853.0;4;277.0;1.171;49.493;centro-oeste;outubro;2022
Mato Grosso;2.546.573;864.275;  -   ;89.54;48.923;290.122;60.015;3;7.678;4.536;707.795;282.702;14.946;2;60.997;86.327;136.0;439.0;6;169.0;1.082;26.88;centro-oeste;outubro;2022
Mato Grosso do Sul;1.813.365;822.142;10;60.613;23.478;190.389;48.786;33;3.942;4.547;410.344;130.109;10.851;3;45.623;40.302;174.0;388.0;4;286.0;581.0;20.76;centro-oeste;outubro;2022
Acre ;332.805;101.208;  -   ;8.146;1.355;31.892;4.966;10;921.0;443.0;140.275;33.314;1.452;  -   ;4.679;2.07;60.0;47.0;  -   ;4.0;186.0;1.777;norte;novembro;2022
Amapá ;231.727;96.133;  -   ;4.679;558.0;26.423;5.390;14;952.0;517.0;74.588;15.602;1.492;  -   ;1.673;1.761;50.0;23.0;  -   ;10.0;420.0;1.442;norte;novembro;2022
Amazonas;1.063.019;446.543;  -   ;22.376;4.69;100.625;29.261;37;2.109;3.729;334.035;79.711;10.506;  -   ;4.603;15.073;7.0;101.0;  -   ;90.0;2.152;7.371;norte;novembro;2022
Pará ;2.464.422;715.632;  -   ;70.753;13.225;197.595;49.631;94;6.151;7.469;1.051.505;249.443;21.581;2;34.062;22.395;166.0;438.0;1;166.0;2.314;21.799;norte;novembro;2022
Rondônia ;1.150.742;329.705;  -   ;32.76;8.668;120.746;16.245;8;3.122;1.496;442.780;143.457;7.072;3;21.215;15.681;40.0;146.0;2;51.0;356.0;7.189;norte;novembro;2022
Roraima;262.042;90.801;  -   ;6.058;1.395;34.627;6.029;  -   ;986.0;771.0;89.501;23.416;1.411;  -   ;2.623;2.395;4.0;35.0;  -   ;4.0;83.0;1.903;norte;novembro;2022
Tocantins;826.396;254.997;  -   ;24.792;8.604;83.051;14.528;2;1.958;1.801;264.937;111.482;6.217;1;33.643;12.691;112.0;208.0;  -   ;44.0;157.0;7.171;norte;novembro;2022
Alagoas;1.028.081;415.111;  -   ;25.374;3.188;66.190;26.780;24;14.537;7.559;364.739;52.070;9.75;1;23.416;8.141;49.0;185.0;  -   ;103.0;285.0;10.579;nordeste;novembro;2022
Bahia;4.864.633;2.088.024;3;133.592;28.461;437.557;141.241;182;21.053;32.738;1.512.020;252.833;45.205;4;73.312;46.023;667.0;572.0;3;325.0;2.813;48.005;nordeste;novembro;2022
Ceará;3.614.169;1.292.821;  -   ;79.352;11.408;228.970;72.040;111;11.018;13.191;1.563.592;206.284;19.451;7;46.485;17.237;333.0;348.0;  -   ;247.0;1.617;49.657;nordeste;novembro;2022
Maranhão ;2.022.579;516.432;  -   ;47.098;7.715;151.450;29.793;66;11.499;5.74;993.378;200.089;10.877;1;18.309;13.154;39.0;189.0;  -   ;80.0;491.0;16.179;nordeste;novembro;2022
Paraíba ;1.517.430;606.930;  -   ;31.422;3.493;99.445;33.452;15;34.358;5.411;573.131;83.452;8.454;1;12.163;5.585;28.0;142.0;  -   ;44.0;497.0;19.407;nordeste;novembro;2022
Pernambuco ;3.428.887;1.452.114;  -   ;97.259;14.54;213.856;104.251;83;45.774;20.683;1.205.142;141.946;22.175;2;51.95;23.297;142.0;270.0;  -   ;330.0;1.702;33.371;nordeste;novembro;2022
Piauí;1.380.315;415.179;  -   ;33.611;4.102;108.076;20.430;31;6.77;4.781;632.211;116.119;9.097;  -   ;9.955;6.624;200.0;126.0;  -   ;83.0;1.247;11.673;nordeste;novembro;2022
Rio Grande do Norte ;1.488.158;626.751;  -   ;39.963;4.462;104.944;37.102;19;29.654;5.763;499.128;75.953;8.065;1;20.113;9.062;57.0;291.0;  -   ;139.0;584.0;26.107;nordeste;novembro;2022
Sergipe;903.394;366.554;  -   ;23.113;3.152;51.635;20.031;18;31.028;3.604;299.691;58.585;8.352;  -   ;24.447;4.327;42.0;142.0;1;140.0;485.0;8.047;nordeste;novembro;2022
Espírito Santo;2.237.327;1.071.840;  -   ;80.75;22.066;205.820;72.311;12;2.246;9.279;511.715;135.915;16.407;2;41.356;30.014;132.0;658.0;14;2.575;2.539;31.676;sudeste;novembro;2022
Minas Gerais ;12.978.977;6.992.827;  -   ;373.338;97.191;1.192.957;420.832;22;52.19;51.673;2.856.399;355.435;87.375;13;244.449;112.823;1.424;2.069;48;2.441;6.546;128.925;sudeste;novembro;2022
Rio de Janeiro;7.459.497;4.852.705;  -   ;149.539;21.355;394.620;345.918;57;45.552;40.939;1.129.139;220.841;42.486;12;92.154;24.847;207.0;1.001;1;761.0;2.816;94.547;sudeste;novembro;2022
São Paulo ;32.225.489;19.606.429;24;713.489;211.091;2.234.167;1.421.574;550;61.542;127.342;5.305.882;1.147.992;169.789;92;448.763;306.025;1.924;4.233;55;12.41;6.87;445.246;sudeste;novembro;2022
Paraná;8.551.643;4.886.807;3;295.854;110.432;776.540;300.360;57;10.01;25.527;1.313.210;349.227;48.859;72;168.563;158.495;596.0;2.19;14;2.244;2.321;100.262;sul;novembro;2022
Rio Grande do Sul ;7.849.896;4.673.284;2;251.43;74.953;632.535;327.483;104;7.883;22.732;1.175.932;213.764;42.835;47;217.729;89.556;449.0;8.38;38;8.985;1.319;100.456;sul;novembro;2022
Santa Catarina;5.950.453;3.284.871;  -   ;168.575;69.628;480.607;250.526;30;2.945;13.903;974.446;310.357;22.604;14;150.56;95.452;684.0;6.133;37;3.689;929.0;114.463;sul;novembro;2022
Distrito Federal;2.017.421;1.382.885;  -   ;26.82;4.217;148.821;100.351;17;1.371;6.49;230.005;26.028;13.603;1;26.886;5.275;712.0;419.0;6;601.0;679.0;42.234;centro-oeste;novembro;2022
Goiás;4.525.242;2.072.109;  -   ;124.665;40.9;436.284;122.398;54;33.819;11.206;986.665;325.405;25.665;1;228.441;64.879;141.0;857.0;4;280.0;1.171;50.298;centro-oeste;novembro;2022
Mato Grosso;2.556.302;866.578;  -   ;89.853;49.232;291.524;60.306;3;7.685;4.562;709.987;284.165;15.076;2;61.453;86.827;136.0;442.0;6;170.0;1.084;27.211;centro-oeste;novembro;2022
Mato Grosso do Sul;1.818.398;823.650;10;60.812;23.562;191.105;49.047;33;3.953;4.568;411.505;130.597;10.866;3;45.845;40.436;174.0;391.0;4;285.0;580.0;20.972;centro-oeste;novembro;2022
Acre ;334.377;101.550;  -   ;8.18;1.363;32.053;5.009;10;929.0;445.0;140.911;33.569;1.455;  -   ;4.71;2.086;60.0;47.0;  -   ;4.0;187.0;1.809;norte;dezembro;2022
Amapá ;232.691;96.391;  -   ;4.69;568.0;26.597;5.406;14;955.0;517.0;74.912;15.706;1.489;  -   ;1.676;1.793;50.0;23.0;  -   ;10.0;421.0;1.473;norte;dezembro;2022
Amazonas;1.069.794;447.417;  -   ;22.482;4.739;100.927;29.438;37;2.112;3.73;338.034;80.715;10.555;  -   ;4.641;15.104;7.0;103.0;  -   ;92.0;2.168;7.493;norte;dezembro;2022
Pará ;2.478.988;717.999;  -   ;70.953;13.359;198.999;49.931;94;6.169;7.485;1.058.366;251.820;21.658;2;34.317;22.625;166.0;441.0;1;177.0;2.343;22.083;norte;dezembro;2022
Rondônia ;1.154.287;330.443;  -   ;32.833;8.711;121.316;16.314;8;3.127;1.501;444.046;144.047;7.093;3;21.295;15.694;40.0;151.0;2;51.0;355.0;7.257;norte;dezembro;2022
Roraima;263.345;91.250;  -   ;6.116;1.403;34.737;6.070;  -   ;986.0;774.0;89.937;23.542;1.416;  -   ;2.638;2.406;4.0;37.0;  -   ;4.0;83.0;1.942;norte;dezembro;2022
Tocantins;830.733;256.233;  -   ;24.886;8.786;83.574;14.634;2;1.972;1.81;266.010;112.009;6.212;1;33.878;12.928;112.0;210.0;  -   ;45.0;157.0;7.274;norte;dezembro;2022
Alagoas;1.034.187;416.789;  -   ;25.534;3.226;66.555;27.052;24;14.669;7.593;367.410;52.442;9.824;1;23.56;8.17;49.0;197.0;  -   ;112.0;286.0;10.694;nordeste;dezembro;2022
Bahia;4.887.673;2.095.483;3;134.003;28.775;439.909;142.053;182;21.19;32.849;1.519.731;254.792;45.449;4;73.884;46.351;667.0;581.0;3;326.0;2.818;48.62;nordeste;dezembro;2022
Ceará;3.625.994;1.295.534;  -   ;79.532;11.454;229.813;72.692;111;11.062;13.21;1.568.945;207.490;19.519;7;46.728;17.323;333.0;352.0;  -   ;248.0;1.623;50.018;nordeste;dezembro;2022
Maranhão ;2.031.236;518.149;  -   ;47.264;7.847;152.431;30.028;66;11.555;5.762;997.026;201.162;10.936;1;18.511;13.342;39.0;188.0;  -   ;80.0;491.0;16.358;nordeste;dezembro;2022
Paraíba ;1.523.167;608.326;  -   ;31.517;3.513;99.848;33.778;15;34.541;5.423;575.516;83.944;8.554;1;12.242;5.596;28.0;144.0;  -   ;44.0;498.0;19.639;nordeste;dezembro;2022
Pernambuco ;3.439.164;1.453.963;  -   ;97.362;14.612;214.312;104.730;83;45.97;20.723;1.210.681;142.843;22.305;2;52.205;23.424;142.0;271.0;  -   ;330.0;1.708;33.498;nordeste;dezembro;2022
Piauí;1.385.426;416.316;  -   ;33.711;4.213;108.629;20.551;30;6.779;4.79;634.088;116.648;9.128;  -   ;10.134;6.937;200.0;127.0;  -   ;83.0;1.25;11.812;nordeste;dezembro;2022
Rio Grande do Norte ;1.495.094;629.118;  -   ;40.153;4.513;105.628;37.443;19;29.706;5.786;501.287;76.383;8.093;1;20.241;9.124;57.0;298.0;  -   ;139.0;587.0;26.518;nordeste;dezembro;2022
Sergipe;907.388;367.629;  -   ;23.094;3.155;51.959;20.184;18;31.2;3.616;301.248;59.103;8.351;  -   ;24.553;4.339;42.0;143.0;1;141.0;485.0;8.127;nordeste;dezembro;2022
Espírito Santo;2.248.960;1.075.778;  -   ;80.95;22.205;207.446;72.944;12;2.27;9.308;514.472;137.012;16.446;2;41.612;30.147;132.0;677.0;14;2.578;2.56;32.395;sudeste;dezembro;2022
Minas Gerais ;13.028.883;7.018.707;  -   ;374.274;97.77;1.198.912;423.996;22;52.219;51.847;2.865.622;356.954;87.574;12;245.32;113.299;1.424;2.084;48;2.457;6.553;129.789;sudeste;dezembro;2022
Rio de Janeiro;7.475.503;4.857.398;  -   ;149.762;21.616;395.768;346.967;57;45.602;40.959;1.134.867;222.471;42.667;12;92.523;25.014;207.0;1.024;1;761.0;2.817;95.01;sudeste;dezembro;2022
São Paulo ;32.293.191;19.632.285;24;714.124;212.151;2.238.846;1.425.824;550;61.729;127.365;5.324.332;1.153.959;170.112;93;450.997;307.131;1.924;4.311;55;12.456;6.921;448.002;sudeste;dezembro;2022
